order_id,customer_id,product_id,category,channel,quantity,unit_price,discount_pct,status,order_date,region,customer_age,is_new_customer
ORD-000080,CUST-0793,PROD-0108,Hogar,social,8,2990.54,0.0,cancelled,2023-08-06,CDMX,18,False
ORD-000081,CUST-0061,PROD-0116,Juguetes,social,3,2968.78,10.0,pending,2024-05-26,CUN,20,True
ORD-000082,CUST-1137,PROD-0027,Electronica,mobile,3,383.52,10.0,pending,2024-02-10,CUN,48,False
ORD-000083,CUST-0574,PROD-0092,Ropa,social,1,4166.13,10.0,returned,2024-04-14,QRO,42,True
ORD-000084,CUST-0462,PROD-0250,Ropa,mobile,5,927.77,,cancelled,2023-05-27,QRO,25,False
ORD-000085,CUST-0311,PROD-0201,Libros,web,7,3629.2,0.0,returned,2023-09-29,GDL,18,False
ORD-000086,CUST-0700,PROD-0154,Electronica,web,9,3874.72,0.0,completed,2023-05-23,CUN,24,False
ORD-000087,CUST-0805,PROD-0082,Hogar,web,7,3588.75,0.0,cancelled,2023-09-10,GDL,24,True
ORD-000088,CUST-1346,PROD-0012,Juguetes,web,9,2915.94,15.0,returned,2023-09-27,QRO,25,False
ORD-000089,CUST-0282,PROD-0281,Juguetes,social,8,122.31,0.0,pending,2024-03-14,MTY,36,False
ORD-000090,CUST-0180,PROD-0201,Electronica,marketplace,2,1833.86,0.0,pending,2024-02-13,CUN,34,False
ORD-000091,CUST-1495,PROD-0173,Hogar,mobile,1,3043.96,0.0,pending,2024-01-06,PUE,28,False
ORD-000092,CUST-0783,PROD-0217,Ropa,mobile,7,1967.88,5.0,returned,2023-08-13,QRO,64,False
ORD-000093,CUST-1067,PROD-0243,Deportes,web,7,4324.23,5.0,cancelled,2023-05-22,QRO,58,False
ORD-000094,CUST-1389,PROD-0179,Electronica,web,8,1578.57,15.0,cancelled,2024-06-05,CDMX,66,False
ORD-000095,CUST-1255,PROD-0201,Libros,marketplace,5,1503.0,0.0,returned,2024-05-20,CUN,28,False
ORD-000096,CUST-1282,PROD-0201,Electronica,social,3,1366.69,10.0,pending,2023-04-04,CUN,55,True
ORD-000097,CUST-1406,PROD-0037,Electronica,web,8,1697.27,0.0,returned,2023-02-18,CUN,58,True
ORD-000098,CUST-0466,PROD-0271,Libros,marketplace,6,2809.15,0.0,cancelled,2023-04-23,QRO,67,False
ORD-000099,CUST-0855,PROD-0145,Ropa,marketplace,3,3549.73,20.0,pending,2023-06-06,PUE,69,False
ORD-000100,CUST-0493,PROD-0145,Deportes,mobile,1,3329.71,0.0,completed,2023-06-13,PUE,19,False
ORD-000101,CUST-1174,PROD-0100,Electronica,mobile,3,4048.2,10.0,cancelled,2024-03-08,GDL,21,False
ORD-000102,CUST-0313,PROD-0281,Ropa,marketplace,5,4435.27,0.0,returned,2023-03-07,GDL,67,False
ORD-000103,CUST-0874,PROD-0202,Electronica,marketplace,3,4089.59,5.0,pending,2024-01-30,CUN,45,False
ORD-000104,CUST-0640,PROD-0050,Alimentos,mobile,1,143.78,15.0,pending,2024-01-26,GDL,50,False
ORD-000105,CUST-1240,PROD-0068,Libros,social,5,3692.79,20.0,cancelled,2024-04-24,CDMX,28,False
ORD-000106,CUST-0675,PROD-0166,Belleza,social,7,1081.58,15.0,cancelled,2024-06-25,CDMX,20,False
ORD-000107,CUST-0920,PROD-0298,Libros,marketplace,7,707.99,5.0,completed,2023-09-15,MTY,57,False
ORD-000108,CUST-1111,PROD-0028,Alimentos,marketplace,9,3210.52,0.0,cancelled,2023-01-12,CUN,22,False
ORD-000109,CUST-0270,PROD-0156,Deportes,social,3,1632.73,,pending,2023-04-28,MTY,69,False
ORD-000110,CUST-0424,PROD-0235,Alimentos,web,7,332.73,,pending,2023-10-01,QRO,38,False
ORD-000111,CUST-1337,PROD-0084,Belleza,web,1,731.27,0.0,returned,2023-12-15,CDMX,39,False
ORD-000112,CUST-0284,PROD-0296,Juguetes,social,4,54.6,5.0,cancelled,2023-04-25,PUE,54,False
ORD-000113,CUST-1190,PROD-0071,Alimentos,mobile,4,4520.96,15.0,returned,2023-10-28,CUN,28,True
ORD-000114,CUST-1109,PROD-0227,Alimentos,mobile,5,171.86,5.0,completed,2024-03-21,PUE,61,True
ORD-000115,CUST-1401,PROD-0248,Hogar,web,7,1086.81,0.0,pending,2023-06-11,CUN,39,False
ORD-000116,CUST-0415,PROD-0150,Alimentos,social,7,2110.5,20.0,pending,2024-04-09,GDL,58,False
ORD-000117,CUST-0283,PROD-0075,Juguetes,marketplace,4,1815.03,0.0,cancelled,2023-01-04,CUN,30,True
ORD-000118,CUST-0633,PROD-0108,Deportes,mobile,7,4563.04,0.0,completed,2023-09-27,PUE,69,False
ORD-000119,CUST-1411,PROD-0112,Hogar,mobile,3,249.43,10.0,cancelled,2024-05-27,MTY,20,False
ORD-000120,CUST-1445,PROD-0101,Belleza,social,6,2585.46,0.0,pending,2023-07-02,MTY,30,True
ORD-000121,CUST-1073,PROD-0005,Hogar,social,2,3418.37,10.0,cancelled,2024-06-03,CUN,45,False
ORD-000122,CUST-0277,PROD-0186,Libros,social,9,4661.9,0.0,returned,2023-04-19,PUE,28,False
ORD-000123,CUST-0881,PROD-0295,Belleza,mobile,5,3120.84,0.0,returned,2023-11-02,CDMX,28,True
ORD-000124,CUST-0298,PROD-0053,Hogar,social,6,4028.59,0.0,pending,2024-06-03,QRO,38,False
ORD-000125,CUST-1344,PROD-0076,Juguetes,social,4,464.44,25.0,cancelled,2023-07-23,GDL,69,False
ORD-000126,CUST-1157,PROD-0193,Electronica,marketplace,7,1960.4,5.0,returned,2023-06-06,GDL,38,False
ORD-000127,CUST-0324,PROD-0219,Libros,social,9,1901.04,0.0,cancelled,2024-01-18,CDMX,24,False
ORD-000128,CUST-0651,PROD-0087,Belleza,mobile,7,4437.13,0.0,pending,2023-06-15,QRO,34,True
ORD-000129,CUST-0139,PROD-0029,Hogar,mobile,1,799.29,0.0,cancelled,2024-06-27,QRO,65,False
ORD-000130,CUST-1142,PROD-0050,Electronica,social,1,801.84,5.0,pending,2023-01-01,GDL,31,False
ORD-000131,CUST-1092,PROD-0183,Alimentos,web,9,1676.36,0.0,pending,2023-11-28,GDL,50,True
ORD-000132,CUST-1474,PROD-0243,Libros,web,9,319.61,5.0,cancelled,2024-05-15,CDMX,28,False
ORD-000133,CUST-0243,PROD-0092,Deportes,marketplace,4,953.17,5.0,returned,2023-01-20,PUE,30,True
ORD-000134,CUST-0378,PROD-0027,Libros,web,9,4827.79,15.0,cancelled,2023-04-25,GDL,18,False
ORD-000135,CUST-0651,PROD-0061,Hogar,web,3,2169.51,10.0,returned,2024-01-07,CDMX,51,True
ORD-000136,CUST-0299,PROD-0264,Juguetes,marketplace,7,3178.5,5.0,pending,2023-11-11,QRO,26,False
ORD-000137,CUST-1490,PROD-0174,Deportes,mobile,6,3644.25,0.0,returned,2023-09-03,CUN,30,False
ORD-000138,CUST-0061,PROD-0223,Libros,social,8,1866.46,10.0,cancelled,2023-03-01,PUE,54,False
ORD-000139,CUST-0653,PROD-0077,Libros,web,9,778.77,,returned,2023-09-04,MTY,47,False
ORD-000140,CUST-0848,PROD-0207,Libros,web,5,1072.58,0.0,returned,2023-03-22,CDMX,58,False
ORD-000141,CUST-0843,PROD-0126,Alimentos,marketplace,1,1600.67,20.0,cancelled,2023-03-29,PUE,62,False
ORD-000142,CUST-0622,PROD-0018,Alimentos,marketplace,3,3198.54,0.0,returned,2024-05-12,PUE,54,True
ORD-000143,CUST-0908,PROD-0061,Alimentos,web,8,2021.49,0.0,pending,2023-03-12,CDMX,64,False
ORD-000144,CUST-1305,PROD-0124,Libros,web,6,83.73,0.0,pending,2024-06-29,CUN,24,False
ORD-000145,CUST-0561,PROD-0204,Alimentos,web,8,2640.87,20.0,returned,2023-05-09,,31,False
ORD-000146,CUST-0312,PROD-0251,Juguetes,mobile,9,4611.49,5.0,cancelled,2023-05-12,CUN,65,False
ORD-000147,CUST-0385,PROD-0155,Juguetes,social,4,4069.78,15.0,completed,2024-05-01,CUN,23,True
ORD-000148,CUST-0219,PROD-0089,Juguetes,mobile,1,4134.8,0.0,cancelled,2023-06-19,GDL,51,False
ORD-000149,CUST-0270,PROD-0193,Libros,mobile,1,3985.54,5.0,pending,2023-09-29,CDMX,33,False
ORD-000150,CUST-0379,PROD-0046,Hogar,web,4,1652.47,0.0,completed,2024-06-24,GDL,68,True
ORD-000151,CUST-0054,PROD-0238,Deportes,marketplace,7,3837.71,15.0,returned,2024-03-09,,54,False
ORD-000152,CUST-1254,PROD-0196,Deportes,mobile,2,758.65,0.0,pending,2023-08-05,PUE,53,False
ORD-000153,CUST-1264,PROD-0141,Deportes,marketplace,3,3305.69,0.0,pending,2023-07-25,MTY,63,False
ORD-000154,CUST-0547,PROD-0228,Deportes,social,1,3225.76,0.0,returned,2023-11-16,CDMX,23,True
ORD-000155,CUST-1241,PROD-0189,Deportes,mobile,5,176.57,20.0,returned,2024-02-13,CUN,25,False
ORD-000156,CUST-1162,PROD-0006,Juguetes,web,1,3950.45,5.0,cancelled,2024-01-18,CUN,41,True
ORD-000157,CUST-1255,PROD-0062,Alimentos,social,8,4521.08,5.0,cancelled,2024-03-24,PUE,20,False
ORD-000158,CUST-0473,PROD-0060,Libros,web,1,1373.71,5.0,returned,2024-06-13,QRO,21,False
ORD-000159,CUST-1222,PROD-0043,Juguetes,marketplace,1,4071.33,25.0,cancelled,2024-04-07,GDL,49,False
ORD-000160,CUST-0476,PROD-0063,Belleza,mobile,2,457.91,20.0,pending,2023-05-04,PUE,18,True
ORD-000161,CUST-0473,PROD-0251,Deportes,web,2,3019.84,10.0,cancelled,2023-09-11,QRO,51,False
ORD-000162,CUST-1408,PROD-0261,Libros,mobile,6,2453.95,0.0,pending,2023-08-19,GDL,62,False
ORD-000163,CUST-0054,PROD-0116,Hogar,social,7,2752.32,0.0,returned,2023-03-07,MTY,26,True
ORD-000164,CUST-0736,PROD-0012,Alimentos,web,5,4634.72,20.0,completed,2023-12-13,CUN,29,False
ORD-000165,CUST-0163,PROD-0294,Ropa,social,1,4363.01,5.0,pending,2023-01-22,QRO,27,False
ORD-000166,CUST-1410,PROD-0294,Alimentos,mobile,1,3936.16,0.0,completed,2023-08-24,QRO,27,False
ORD-000167,CUST-0977,PROD-0246,Belleza,web,3,1404.81,5.0,pending,2023-08-14,CDMX,67,True
ORD-000168,CUST-0275,PROD-0141,Libros,mobile,2,4563.5,20.0,returned,2023-01-08,PUE,61,True
ORD-000169,CUST-1029,PROD-0049,Electronica,web,5,532.66,0.0,cancelled,2023-03-14,PUE,65,False
ORD-000170,CUST-1239,PROD-0093,Deportes,mobile,6,4273.98,5.0,pending,2023-03-02,,40,False
ORD-000171,CUST-0961,PROD-0197,Deportes,social,7,1674.39,15.0,returned,2023-08-23,MTY,23,True
ORD-000172,CUST-1459,PROD-0248,Juguetes,marketplace,4,316.17,5.0,completed,2023-03-11,CDMX,41,False
ORD-000173,CUST-1331,PROD-0223,Hogar,marketplace,7,3363.32,0.0,pending,2023-02-02,GDL,41,True
ORD-000174,CUST-0766,PROD-0153,Libros,mobile,8,1194.84,25.0,completed,2023-12-05,GDL,38,False
ORD-000175,CUST-0377,PROD-0293,Libros,social,1,1255.68,25.0,cancelled,2023-03-14,GDL,59,False
ORD-000176,CUST-0794,PROD-0065,Hogar,mobile,6,1564.93,15.0,returned,2024-06-10,QRO,48,False
ORD-000177,CUST-1007,PROD-0051,Alimentos,web,8,365.24,10.0,completed,2023-09-01,CUN,64,False
ORD-000178,CUST-0971,PROD-0167,Electronica,mobile,5,926.78,0.0,completed,2023-10-13,CDMX,58,True
ORD-000179,CUST-0282,PROD-0033,Deportes,social,4,75.44,20.0,pending,2024-05-12,CUN,47,False
ORD-000180,CUST-0336,PROD-0276,Libros,mobile,2,2254.78,0.0,returned,2023-08-08,QRO,51,False
ORD-000181,CUST-0396,PROD-0095,Hogar,marketplace,6,467.06,15.0,pending,2023-05-16,CUN,35,False
ORD-000182,CUST-0464,PROD-0208,Belleza,mobile,6,3429.13,20.0,completed,2024-04-29,GDL,29,False
ORD-000183,CUST-0067,PROD-0011,Hogar,marketplace,1,1216.33,10.0,completed,2023-09-06,CUN,52,False
ORD-000184,CUST-0837,PROD-0202,Libros,marketplace,9,4720.69,15.0,returned,2024-04-29,GDL,24,True
ORD-000185,CUST-0031,PROD-0285,Deportes,mobile,6,4362.7,15.0,completed,2024-02-21,MTY,58,False
ORD-000186,CUST-0553,PROD-0275,Hogar,mobile,3,1482.73,0.0,pending,2023-07-14,GDL,57,True
ORD-000187,CUST-0846,PROD-0272,Libros,mobile,4,3926.92,10.0,returned,2023-04-07,QRO,42,True
ORD-000188,CUST-0456,PROD-0251,Juguetes,mobile,4,4026.06,0.0,pending,2023-04-10,GDL,23,False
ORD-000189,CUST-1375,PROD-0033,Alimentos,mobile,3,4933.49,5.0,returned,2024-03-17,CUN,18,False
ORD-000190,CUST-0416,PROD-0266,Deportes,social,3,3009.31,0.0,pending,2023-12-29,PUE,63,False
ORD-000191,CUST-0419,PROD-0300,Hogar,mobile,3,455.73,5.0,completed,2024-03-09,PUE,33,True
ORD-000192,CUST-0136,PROD-0276,Alimentos,mobile,4,3251.84,15.0,pending,2024-02-25,CDMX,65,False
ORD-000193,CUST-0363,PROD-0064,Juguetes,mobile,7,3143.65,25.0,returned,2024-04-23,GDL,21,False
ORD-000194,CUST-0900,PROD-0107,Electronica,web,4,3209.84,0.0,completed,2023-02-25,PUE,46,False
ORD-000195,CUST-1264,PROD-0061,Ropa,marketplace,9,1570.37,5.0,completed,2023-04-11,QRO,55,True
ORD-000196,CUST-1004,PROD-0093,Ropa,marketplace,1,4305.41,5.0,cancelled,2023-03-04,GDL,64,False
ORD-000197,CUST-1409,PROD-0093,Ropa,social,8,4799.39,25.0,pending,2024-02-17,PUE,45,False
ORD-000198,CUST-0666,PROD-0003,Electronica,mobile,7,1127.68,,pending,2023-12-14,QRO,39,False
ORD-000199,CUST-0938,PROD-0285,Electronica,marketplace,2,486.35,10.0,completed,2023-04-22,MTY,25,True
ORD-000200,CUST-0506,PROD-0229,Electronica,mobile,8,1012.95,20.0,returned,2023-09-12,QRO,49,False
ORD-000201,CUST-0876,PROD-0161,Juguetes,mobile,1,4111.73,0.0,pending,2023-07-16,QRO,50,False
ORD-000202,CUST-0830,PROD-0063,Ropa,mobile,9,3399.39,20.0,cancelled,2023-07-14,,30,False
ORD-000203,CUST-0086,PROD-0021,Juguetes,social,9,3198.43,20.0,returned,2024-04-04,MTY,44,True
ORD-000204,CUST-1246,PROD-0066,Juguetes,social,2,2038.88,20.0,completed,2023-05-24,GDL,35,True
ORD-000205,CUST-0780,PROD-0295,Deportes,web,7,2910.25,0.0,returned,2024-03-08,GDL,35,False
ORD-000206,CUST-1475,PROD-0106,Hogar,marketplace,3,1573.98,5.0,completed,2023-07-07,MTY,30,False
ORD-000207,CUST-0641,PROD-0083,Deportes,web,7,2412.14,20.0,cancelled,2023-10-13,GDL,39,False
ORD-000208,CUST-0808,PROD-0045,Belleza,social,9,3975.66,0.0,pending,2024-04-18,QRO,31,False
ORD-000209,CUST-1253,PROD-0288,Ropa,social,4,4907.15,10.0,returned,2023-09-13,PUE,28,True
ORD-000210,CUST-1172,PROD-0132,Juguetes,web,1,4665.82,0.0,cancelled,2023-03-19,MTY,56,False
ORD-000211,CUST-1217,PROD-0018,Juguetes,web,2,4672.64,0.0,pending,2024-03-29,MTY,67,False
ORD-000212,CUST-1099,PROD-0044,Alimentos,social,1,2041.01,5.0,pending,2023-04-11,MTY,39,False
ORD-000213,CUST-1076,PROD-0064,Alimentos,web,5,2370.51,5.0,returned,2023-02-21,CUN,53,False
ORD-000214,CUST-1314,PROD-0260,Juguetes,mobile,5,3542.9,0.0,cancelled,2023-01-16,QRO,34,False
ORD-000215,CUST-1443,PROD-0153,Hogar,social,7,4614.85,5.0,cancelled,2023-04-06,MTY,68,False
ORD-000216,CUST-0079,PROD-0187,Belleza,social,9,752.87,5.0,returned,2023-08-31,GDL,49,False
ORD-000217,CUST-1067,PROD-0279,Belleza,web,9,1556.0,10.0,returned,2023-06-20,CUN,31,False
ORD-000218,CUST-0224,PROD-0088,Ropa,mobile,3,739.27,10.0,pending,2024-02-21,CUN,59,True
ORD-000219,CUST-0925,PROD-0217,Hogar,mobile,3,3079.44,5.0,cancelled,2024-05-12,PUE,46,False
ORD-000220,CUST-0936,PROD-0001,Hogar,social,3,1566.19,5.0,cancelled,2024-05-07,CUN,23,False
ORD-000221,CUST-0087,PROD-0128,Hogar,web,4,1664.23,0.0,pending,2023-08-07,CUN,67,False
ORD-000222,CUST-0504,PROD-0154,Libros,web,8,401.03,5.0,returned,2024-02-15,QRO,21,True
ORD-000223,CUST-1063,PROD-0024,Ropa,web,6,1781.49,5.0,returned,2023-03-02,PUE,28,False
ORD-000224,CUST-1102,PROD-0266,Libros,social,8,4319.36,5.0,completed,2023-06-18,QRO,62,True
ORD-000225,CUST-0811,PROD-0151,Hogar,web,1,1203.71,0.0,pending,2024-01-24,CDMX,57,True
ORD-000226,CUST-0081,PROD-0274,Alimentos,mobile,8,3491.18,10.0,returned,2023-01-03,CDMX,27,False
ORD-000227,CUST-1143,PROD-0228,Belleza,social,4,3166.66,0.0,cancelled,2024-02-04,CDMX,45,False
ORD-000228,CUST-0794,PROD-0072,Deportes,web,1,4324.25,20.0,completed,2023-09-29,MTY,28,True
ORD-000229,CUST-1058,PROD-0296,Ropa,marketplace,8,704.83,0.0,returned,2024-04-10,GDL,52,False
ORD-000230,CUST-1292,PROD-0252,Hogar,mobile,4,4889.07,25.0,pending,2023-10-20,GDL,32,False
ORD-000231,CUST-0101,PROD-0161,Alimentos,mobile,6,2934.01,5.0,cancelled,2024-03-09,CDMX,25,True
ORD-000232,CUST-0389,PROD-0268,Ropa,web,8,4977.6,5.0,completed,2024-05-13,PUE,37,False
ORD-000233,CUST-0597,PROD-0181,Electronica,social,4,4562.0,0.0,completed,2023-06-08,MTY,67,False
ORD-000234,CUST-0901,PROD-0276,Hogar,social,3,1146.51,0.0,returned,2023-07-14,CDMX,38,False
ORD-000235,CUST-0816,PROD-0262,Libros,marketplace,9,328.0,0.0,pending,2023-10-31,QRO,18,True
ORD-000236,CUST-0624,PROD-0108,Alimentos,marketplace,3,1315.41,0.0,pending,2023-08-11,CUN,46,True
